Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,AST 1,AST 2,AST 3,AST 4,AST 5,AST 6,AST 7,AST 8,ASH 1,ASH 2,ASH 3,ASH 4,ASH 5,ASH 6,ASH 7,ASH 8,SEL 1,SEL 2,SEL 3,SEL 4,SEL 5,SEL 6,SEL 7,SEL 8,Notes,Added Time,Referrer Name,Task Owner
07/15/2026 02:17 PM,Selene,Sunny,90,0,34,Affiliative - Contact sit,Asteria,25,27,Stress-Related - Head throw-back,,42,112,Stress-Related - Vigilance,,137,20,Stress-Related - Vigilance,,228,247,Stress-Related - Vigilance,,513,530,Stress-Related - Vigilance,,613,645,Stress-Related - Vigilance,,714,800,Stress-Related - Vigilance,,815,817,Stress-Related - Head throw-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Other,Rest,Rest,Rest,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,07/15/2026 14:32:19,,methall@wisc.edu
07/13/2026 04:15 PM,Selene,Sunny,86,40,49,Affiliative - Give grooming,Asteria,50,58,Affiliative - Mutual grooming,Asteria,59,115,Stress-Related - Vigilance,,117,854,Affiliative - Contact sit,Asteria,118,517,Affiliative - Mutual grooming,Asteria,213,220,Stress-Related - Vigilance,,213,222,Affiliative - Receive grooming,Asteria,230,248,Affiliative - Give grooming,Asteria,249,304,Affiliative - Mutual grooming,Asteria,305,315,Stress-Related - Vigilance,,315,324,Stress-Related - Self-groom,,325,418,Affiliative - Mutual grooming,Asteria,419,454,Affiliative - Give grooming,Asteria,455,507,Affiliative - Mutual grooming,Asteria,513,526,Stress-Related - Self-groom,,534,555,Affiliative - Receive grooming,Asteria,558,832,Affiliative - Mutual grooming,Asteria,832,847,Affiliative - Give grooming,Asteria,916,1117,Affiliative - Contact sit,Asteria,1026,1038,Stress-Related - Vigilance,,1117,1227,Stress-Related - Vigilance,,1227,1244,Stress-Related - Self-groom,,1244,1313,Stress-Related - Vigilance,,1320,1344,Stress-Related - Vigilance,,1411,1429,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Social,Social,Social,Other,Other,Rest,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,07/13/2026 16:29:40,,methall@wisc.edu
07/13/2026 03:51 PM,Asteria,Sunny,86,0,17,Stress-Related - Vigilance,,42,101,Agonistic - Chase,Adjacent group,102,139,Stress-Related - Vigilance,,255,350,Stress-Related - Vigilance,,434,445,Stress-Related - Vigilance,,517,521,Stress-Related - Vigilance,,528,622,Stress-Related - Vigilance,,624,652,Affiliative - Mutual grooming,Selene,652,659,Affiliative - Give grooming,Selene,700,818,Affiliative - Mutual grooming,Selene,624,824,Affiliative - Contact sit,Selene,906,1038,Stress-Related - Vigilance,,1039,1048,Stress-Related - Self-groom,,1049,1329,Stress-Related - Vigilance,,1342,1500,Affiliative - Contact sit,Selene,1345,1416,Affiliative - Mutual grooming,Selene,1431,1500,Affiliative - Mutual grooming,Selene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Social,Other,Other,Social,,,,,,,,,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,2-5 m,Over 5 m,2-5 m,Body contact,2-5 m,2-5 m,Body contact,,07/13/2026 16:14:11,,methall@wisc.edu
07/13/2026 03:38 PM,Ash,Cloudy,86,56,227,Affiliative - Contact sit,Asteria,115,201,Stress-Related - Vigilance,,201,206,Stress-Related - Self-groom,,231,236,Stress-Related - Self-scratch,,311,358,Stress-Related - Vigilance,,359,405,Stress-Related - Self-groom,,426,441,Stress-Related - Self-groom,,452,456,Stress-Related - Self-groom,,503,509,Stress-Related - Self-groom,,523,529,Stress-Related - Self-groom,,615,701,Stress-Related - Vigilance,,702,707,Stress-Related - Self-groom,,736,745,Stress-Related - Self-groom,,752,905,Stress-Related - Vigilance,,910,941,Stress-Related - Vigilance,,944,951,Stress-Related - Self-groom,,952,1025,Stress-Related - Vigilance,,1026,1130,Stress-Related - Self-groom,,1148,1203,Stress-Related - Self-groom,,1203,1230,Stress-Related - Vigilance,,1304,1315,Stress-Related - Vigilance,,1318,1327,Stress-Related - Self-groom,,1352,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Other,Rest,Other,Other,Other,Other,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Thunder,07/13/2026 15:53:22,,methall@wisc.edu
07/13/2026 12:08 PM,Ash,Sunny,86,309,338,Stress-Related - Vigilance,,340,400,Stress-Related - Self-groom,,519,534,Stress-Related - Vigilance,,1110,1139,Stress-Related - Vigilance,,1237,1256,Stress-Related - Vigilance,,1356,1409,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Rest,Rest,Rest,Rest,Other,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/13/2026 12:23:52,,methall@wisc.edu
07/13/2026 11:53 AM,Selene,Sunny,86,208,213,Stress-Related - Vigilance,,318,331,Stress-Related - Vigilance,,742,747,Stress-Related - Vigilance,,802,812,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,07/13/2026 12:08:33,,methall@wisc.edu
07/13/2026 11:37 AM,Asteria,Sunny,86,115,148,Stress-Related - Vigilance,,157,249,Stress-Related - Vigilance,,312,321,Stress-Related - Vigilance,,405,414,Stress-Related - Vigilance,,418,424,Stress-Related - Vigilance,,439,443,Stress-Related - Vigilance,,455,459,Stress-Related - Vigilance,,557,621,Stress-Related - Vigilance,,624,750,Stress-Related - Self-groom,,912,943,Stress-Related - Vigilance,,952,957,Stress-Related - Self-groom,,957,1040,Stress-Related - Vigilance,,1051,1100,Stress-Related - Self-groom,,1116,1208,Stress-Related - Vigilance,,1210,1214,Stress-Related - Self-groom,,1214,1304,Stress-Related - Vigilance,,1307,1314,Stress-Related - Self-groom,,1315,1328,Stress-Related - Vigilance,,1340,1353,Stress-Related - Vigilance,,1358,1432,Stress-Related - Vigilance,,1440,1454,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Other,Rest,Other,Other,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/13/2026 11:52:38,,methall@wisc.edu
07/10/2026 02:31 PM,Asteria,Sunny,95,0,55,Affiliative - Contact sit,Ash,11,32,Stress-Related - Self-groom,,34,51,Stress-Related - Vigilance,,251,301,Stress-Related - Self-groom,,521,528,Stress-Related - Vigilance,,636,654,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/10/2026 14:45:40,,methall@wisc.edu
07/10/2026 02:18 PM,Ash,Sunny,95,221,404,Affiliative - Contact sit,Asteria,246,318,Affiliative - Mutual grooming,Asteria,615,701,Affiliative - Contact sit,Asteria,820,828,Affiliative - Give grooming,Asteria,830,853,Affiliative - Mutual grooming,Asteria,907,923,Affiliative - Receive grooming,Selene,925,938,Affiliative - Give grooming,Selene,940,1209,Affiliative - Contact sit,Selene,946,1205,Affiliative - Mutual grooming,"Selene, Adjacent group",1426,1500,Affiliative - Contact sit,Selene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Social,Social,Rest,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Less than 2 m,,07/10/2026 14:31:04,,methall@wisc.edu
07/10/2026 02:04 PM,Selene,Sunny,95,812,1001,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,07/10/2026 14:17:56,,methall@wisc.edu
07/10/2026 12:25 PM,Ash,Sunny,93,407,434,Stress-Related - Vigilance,,438,508,Affiliative - Contact sit,Asteria,441,459,Affiliative - Mutual grooming,Asteria,506,518,Stress-Related - Vigilance,,615,636,Stress-Related - Vigilance,,636,647,Stress-Related - Self-groom,,647,657,Stress-Related - Vigilance,,715,726,Stress-Related - Vigilance,Adjacent group,1307,1327,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Other,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/10/2026 12:36:50,,methall@wisc.edu
07/10/2026 12:14 PM,Selene,Sunny,93,0,614,Affiliative - Contact sit,Asteria,523,753,Affiliative - Mutual grooming,Asteria,753,925,Affiliative - Give grooming,Asteria,925,934,Affiliative - Mutual grooming,Asteria,934,944,Stress-Related - Self-groom,,1402,1408,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Social,Social,Rest,Rest,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,07/10/2026 12:25:44,,methall@wisc.edu
07/10/2026 11:59 AM,Asteria,Sunny,93,0,,Affiliative - Contact sit,Selene,115,120,Stress-Related - Vigilance,,206,210,Stress-Related - Vigilance,,239,304,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,07/10/2026 12:14:28,,methall@wisc.edu
07/08/2026 02:25 PM,Asteria,Sunny,95,0,334,Affiliative - Contact sit,Selene,0,257,Affiliative - Contact sit,Ash,0,247,Affiliative - Receive grooming,Selene,323,336,Stress-Related - Self-groom,,405,712,Affiliative - Mutual grooming,Selene,413,529,Affiliative - Contact sit,Selene,529,554,Affiliative - Give grooming,Selene,600,617,Affiliative - Mutual grooming,Selene,626,634,Stress-Related - Self-groom,,702,710,Stress-Related - Self-scratch,,746,808,Stress-Related - Self-groom,,1126,1230,Stress-Related - Vigilance,,1347,1424,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Rest,Social,Other,Rest,Other,Other,,,,,,,,,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,,07/08/2026 14:40:38,,methall@wisc.edu
07/08/2026 02:10 PM,Selene,Sunny,95,0,1230,Affiliative - Contact sit,Ash,520,558,Affiliative - Contact sit,Asteria,522,532,Affiliative - Greet,Asteria,600,651,Affiliative - Give grooming,Ash,651,717,Affiliative - Mutual grooming,Ash,717,734,Affiliative - Give grooming,Ash,734,822,Affiliative - Receive grooming,Ash,839,903,Affiliative - Mutual grooming,Ash,905,914,Affiliative - Give grooming,Ash,920,930,Affiliative - Receive grooming,Ash,936,1048,Affiliative - Mutual grooming,Ash,1105,1114,Stress-Related - Vigilance,,1114,1121,Affiliative - Give grooming,Ash,1121,1140,Affiliative - Mutual grooming,Ash,1140,1159,Stress-Related - Self-groom,,1200,1215,Stress-Related - Vigilance,,1258,1320,Stress-Related - Self-groom,,1330,1402,Affiliative - Contact sit,Asteria,1332,1358,Affiliative - Give grooming,Asteria,1407,1445,Affiliative - Contact sit,"Asteria, Ash",1420,1442,Affiliative - Play,Ash,1448,1450,Stress-Related - Head throw-back,,1454,1456,Stress-Related - Head throw-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Social,Social,Social,Other,Social,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,,,,,,,,,,07/08/2026 14:25:00,,methall@wisc.edu
07/08/2026 01:56 PM,Ash,Sunny,95,0,455,Affiliative - Contact sit,Selene,436,523,Stress-Related - Vigilance,,523,530,Stress-Related - Self-groom,Ash,558,602,Stress-Related - Self-groom,,612,655,Stress-Related - Vigilance,,655,700,Stress-Related - Self-groom,,729,1119,Affiliative - Contact sit,Selene,736,750,Stress-Related - Self-groom,,759,806,Stress-Related - Self-scratch,,1047,1051,Affiliative - Receive grooming,Selene,1206,1500,Affiliative - Contact sit,Selene,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Other,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Body contact,Body contact,Body contact,2-5 m,Body contact,Body contact,Less than 2 m,Body contact,,07/08/2026 14:10:43,,methall@wisc.edu
07/08/2026 11:51 AM,Asteria,Sunny,93,0,1119,Affiliative - Contact sit,Ash,0,1119,Affiliative - Contact sit,Selene,603,608,Stress-Related - Vigilance,,809,813,Stress-Related - Vigilance,,820,949,Affiliative - Receive grooming,Selene,924,935,Stress-Related - Vigilance,,954,1000,Stress-Related - Vigilance,,1000,1003,Stress-Related - Yawn,,1102,1110,Stress-Related - Vigilance,,1145,1329,Stress-Related - Vigilance,,1329,1333,Stress-Related - Self-groom,,1333,1432,Stress-Related - Vigilance,,1441,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Other,Other,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,2-5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,2-5 m,2-5 m,,07/08/2026 12:01:16,,methall@wisc.edu
07/08/2026 11:40 AM,Ash,Sunny,93,0,247,Affiliative - Contact sit,Asteria,0,215,Affiliative - Mutual grooming,Asteria,330,358,Affiliative - Contact sit,Asteria,334,352,Affiliative - Mutual grooming,Asteria,402,436,Stress-Related - Self-groom,,445,1500,Affiliative - Contact sit,Asteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Other,Rest,Rest,Rest,Rest,Rest,Body contact,Body contact,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/08/2026 11:51:18,,methall@wisc.edu
07/08/2026 11:25 AM,Selene,Sunny,93,0,345,Affiliative - Contact sit,Asteria,305,322,Stress-Related - Self-groom,,402,418,Stress-Related - Self-groom,,1128,1130,Stress-Related - Self-groom,,1243,1255,Stress-Related - Vigilance,,1314,1322,Stress-Related - Vigilance,,1322,1324,Stress-Related - Yawn,,1339,1500,Stress-Related - Vigilance,,1420,1422,Stress-Related - Head throw-back,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Other,Body contact,Body contact,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,2-5 m,,,,,,,,,,07/08/2026 11:39:55,,methall@wisc.edu
07/06/2026 03:29 PM,Ash,Sunny,93,847,955,Affiliative - Contact sit,Asteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,2-5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/06/2026 15:38:49,,methall@wisc.edu
07/06/2026 03:13 PM,Asteria,Sunny,93,19,46,Stress-Related - Vigilance,,51,105,Stress-Related - Self-groom,,117,259,Stress-Related - Vigilance,,259,305,Stress-Related - Self-groom,,553,557,Stress-Related - Vigilance,,914,927,Stress-Related - Vigilance,,931,934,Stress-Related - Vigilance,,1051,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Rest,Rest,Rest,Other,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,,07/06/2026 15:28:40,,methall@wisc.edu
07/06/2026 02:57 PM,Selene,Sunny,93,0,237,Affiliative - Contact sit,Ash,905,908,Stress-Related - Self-scratch,,911,914,Stress-Related - Self-scratch,,1037,1039,Stress-Related - Yawn,,1114,1246,Affiliative - Contact sit,Ash,1128,1134,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,2-5 m,,,,,,,,,,07/06/2026 15:12:35,,methall@wisc.edu
07/06/2026 12:37 PM,Selene,Sunny,90,930,948,Stress-Related - Vigilance,,958,1005,Stress-Related - Vigilance,,1208,1210,Stress-Related - Yawn,,1326,1336,Stress-Related - Self-groom,,1346,1351,Stress-Related - Self-scratch,,1352,1354,Stress-Related - Yawn,,1356,1400,Stress-Related - Self-scratch,,1441,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,07/06/2026 12:50:55,,methall@wisc.edu
07/06/2026 12:22 PM,Asteria,Sunny,90,0,230,Stress-Related - Vigilance,,230,233,Stress-Related - Self-scratch,,233,445,Stress-Related - Vigilance,Ash,453,1500,Affiliative - Contact sit,Ash,521,556,Stress-Related - Vigilance,,559,730,Affiliative - Mutual grooming,Ash,730,740,Affiliative - Receive grooming,Ash,740,844,Affiliative - Mutual grooming,Ash,844,1035,Stress-Related - Vigilance,,1049,1206,Stress-Related - Vigilance,,1224,1241,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Social,Social,Other,Other,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/06/2026 12:37:44,,methall@wisc.edu
07/06/2026 12:06 PM,Ash,Sunny,90,42,110,Stress-Related - Vigilance,,134,145,Stress-Related - Vigilance,,850,929,Stress-Related - Vigilance,,941,1032,Stress-Related - Vigilance,,1032,1044,Stress-Related - Self-groom,,1055,1121,Stress-Related - Self-groom,,1144,1232,Stress-Related - Vigilance,,1326,1330,Stress-Related - Self-groom,,1330,1411,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Forage,Other,Other,Other,Other,Other,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,2-5 m,Less than 2 m,2-5 m,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Over 5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/06/2026 12:21:16,,methall@wisc.edu
07/01/2026 02:36 PM,Selene,Sunny,87,0,1500,Affiliative - Contact sit,Asteria,809,813,Affiliative - Receive grooming,Asteria,818,821,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,07/01/2026 14:46:25,,methall@wisc.edu
07/01/2026 02:26 PM,Ash,Sunny,87,0,1500,Affiliative - Contact sit,Asteria,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/01/2026 14:36:33,,methall@wisc.edu
