Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,DEL 1,DEL 2,DEL 3,DEL 4,DEL 5,DEL 6,DEL 7,DEL 8,CBR 1,CBR 2,CBR 3,CBR 4,CBR 5,CBR 6,CBR 7,CBR 8,PHA 1,PHA 2,PHA 3,PHA 4,PHA 5,PHA 6,PHA 7,PHA 8,LAU 1,LAU 2,LAU 3,LAU 4,LAU 5,LAU 6,LAU 7,LAU 8,JJO 1,JJO 2,JJO 3,JJO 4,JJO 5,JJO 6,JJO 7,JJO 8,Notes,Added Time,Referrer Name,Task Owner
07/22/2026 10:45 AM,Delilah,Cloudy,87,549,617,Stress-Related - Self-groom,,628,635,Affiliative - Greet,Janis Joplin,645,846,Affiliative - Contact sit,Janis Joplin,647,844,Affiliative - Mutual grooming,Janis Joplin,1018,1026,Stress-Related - Self-groom,,1038,1043,Stress-Related - Self-groom,,1051,1109,Stress-Related - Self-groom,,1114,1213,Stress-Related - Self-groom,,1225,1310,Stress-Related - Self-groom,,1353,1450,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Social,Rest,Other,Other,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,2-5 m,,07/22/2026 11:07:11,,methall@wisc.edu
07/22/2026 10:30 AM,Pearl Hart,Sunny,87,0,1451,Affiliative - Contact sit,Charlie Brown,0,217,Affiliative - Mutual grooming,Charlie Brown,1211,1214,Stress-Related - Self-scratch,,1226,1420,Affiliative - Mutual grooming,Charlie Brown,1420,1500,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Rest,Rest,Rest,Rest,Rest,Social,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/22/2026 11:07:09,,methall@wisc.edu
07/22/2026 10:16 AM,Janis Joplin,Sunny,87,49,54,Stress-Related - Vigilance,,613,617,Stress-Related - Self-groom,,621,626,Stress-Related - Self-scratch,,626,630,Stress-Related - Self-groom,,630,634,Stress-Related - Self-scratch,,644,654,Affiliative - Receive grooming,Pearl Hart,652,734,Affiliative - Contact sit,Pearl Hart,654,734,Affiliative - Mutual grooming,Pearl Hart,750,811,Stress-Related - Self-groom,,822,930,Stress-Related - Self-groom,,930,946,Stress-Related - Vigilance,,946,1132,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Other,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,07/22/2026 11:07:06,,methall@wisc.edu
07/22/2026 09:58 AM,Laurel,Sunny,88,0,346,Affiliative - Contact sit,Pearl Hart,0,21,Stress-Related - Self-groom,,27,33,Affiliative - Give grooming,Pearl Hart,45,237,Affiliative - Receive grooming,Janis Joplin,243,249,Affiliative - Give grooming,Janis Joplin,256,311,Affiliative - Receive grooming,Janis Joplin,311,408,Affiliative - Mutual grooming,Janis Joplin,342,408,Affiliative - Contact sit,Janis Joplin,422,453,Stress-Related - Self-groom,,456,535,Stress-Related - Vigilance,,537,558,Stress-Related - Self-groom,,558,718,Stress-Related - Vigilance,,1257,1303,Stress-Related - Self-groom,,1330,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Social,Social,Other,Rest,Rest,Rest,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,,,,,,,,,Less than 2 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,,07/22/2026 11:07:03,,methall@wisc.edu
07/16/2026 10:41 AM,Pearl Hart,Sunny,85,0,600,Affiliative - Contact sit,Janis Joplin,27,450,Affiliative - Mutual grooming,Janis Joplin,451,503,Affiliative - Receive grooming,Janis Joplin,504,557,Affiliative - Mutual grooming,Janis Joplin,723,806,Stress-Related - Vigilance,,1113,1250,Stress-Related - Self-groom,,1302,1349,Stress-Related - Self-groom,,1359,1500,Affiliative - Contact sit,Janis Joplin,1408,1426,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Social,Other,Other,Rest,Other,Other,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,,07/17/2026 11:47:07,,methall@wisc.edu
07/16/2026 03:19 PM,Pearl Hart,Sunny,96,807,851,Affiliative - Receive grooming,Janis Joplin,912,919,Affiliative - Receive grooming,Janis Joplin,930,954,Affiliative - Receive grooming,Janis Joplin,956,1002,Stress-Related - Self-groom,,1020,1026,Stress-Related - Self-groom,,1150,1206,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Other,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/16/2026 15:44:28,,methall@wisc.edu
07/16/2026 03:09 PM,Delilah,Sunny,96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/16/2026 15:44:26,,methall@wisc.edu
07/16/2026 02:54 PM,Janis Joplin,Sunny,94,103,106,Stress-Related - Vigilance,,120,126,Stress-Related - Self-groom,,133,141,Stress-Related - Vigilance,,145,228,Stress-Related - Self-groom,,229,231,Stress-Related - Yawn,,232,246,Stress-Related - Self-groom,,246,307,Affiliative - Contact sit,Pearl Hart,248,306,Affiliative - Mutual grooming,Pearl Hart,402,427,Stress-Related - Self-groom,,440,510,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Other,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Less than 2 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,07/16/2026 15:44:25,,methall@wisc.edu
07/16/2026 02:39 PM,Laurel,Sunny,94,444,505,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/16/2026 15:44:23,,methall@wisc.edu
07/16/2026 02:21 PM,Pearl Hart,Sunny,94,136,139,Stress-Related - Vigilance,,139,146,Stress-Related - Self-groom,,429,431,Affiliative - Greet,Laurel,1242,1253,Stress-Related - Self-groom,,1318,1327,Stress-Related - Self-groom,,1333,1335,Stress-Related - Yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/16/2026 15:44:20,,methall@wisc.edu
07/16/2026 02:06 PM,Delilah,Sunny,94,0,57,Affiliative - Give grooming,Pearl Hart,1144,1215,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Rest,Rest,Rest,Rest,Other,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/16/2026 15:44:17,,methall@wisc.edu
07/16/2026 11:51 AM,Laurel,Sunny,90,800,818,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/16/2026 15:44:16,,methall@wisc.edu
07/16/2026 11:36 AM,Pearl Hart,Sunny,90,0,222,Affiliative - Give grooming,Janis Joplin,248,939,Affiliative - Contact sit,Janis Joplin,735,745,Stress-Related - Vigilance,,848,852,Stress-Related - Vigilance,,950,1123,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Rest,Rest,Rest,Other,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,,07/16/2026 15:44:14,,methall@wisc.edu
07/16/2026 11:20 AM,Delilah,Sunny,90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/16/2026 15:44:12,,methall@wisc.edu
07/16/2026 11:06 AM,Janis Joplin,Sunny,88,0,1500,Affiliative - Contact sit,Pearl Hart,736,1039,Affiliative - Mutual grooming,Pearl Hart,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Social,Social,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,07/16/2026 15:44:10,,methall@wisc.edu
07/16/2026 10:55 AM,Laurel,Sunny,87,956,958,Stress-Related - Yawn,,1004,1030,Stress-Related - Vigilance,,1032,1045,Stress-Related - Self-groom,,1046,1048,Stress-Related - Yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,,07/16/2026 15:44:08,,methall@wisc.edu
07/16/2026 10:30 AM,Delilah,Sunny,85,1200,1224,Stress-Related - Vigilance,,1224,1229,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Other,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/16/2026 12:17:10,,methall@wisc.edu
07/16/2026 10:15 AM,Janis Joplin,Sunny,85,0,237,Stress-Related - Self-groom,,238,246,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,07/16/2026 12:17:08,,methall@wisc.edu
07/09/2026 01:05 PM,Laurel,Sunny,95,236,302,Stress-Related - Self-groom,,306,348,Affiliative - Contact sit,Charlie Brown,319,339,Affiliative - Mutual grooming,Charlie Brown,350,410,Affiliative - Mutual grooming,Charlie Brown,410,427,Affiliative - Give grooming,Charlie Brown,427,506,Affiliative - Mutual grooming,Charlie Brown,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Social,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/10/2026 11:59:37,,methall@wisc.edu
07/09/2026 01:19 PM,Pearl Hart,Sunny,95,45,54,Stress-Related - Vigilance,,54,101,Stress-Related - Self-groom,,443,502,Stress-Related - Vigilance,,503,516,Stress-Related - Self-groom,,517,525,Stress-Related - Vigilance,,1020,1045,Stress-Related - Vigilance,,1115,1128,Stress-Related - Self-groom,,1128,1138,Stress-Related - Vigilance,,1142,1152,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Other,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/09/2026 14:45:24,,methall@wisc.edu
07/09/2026 12:50 PM,Janis Joplin,Sunny,95,0,240,Affiliative - Contact sit,Charlie Brown,242,246,Stress-Related - Self-scratch,,259,357,Affiliative - Give grooming,Delilah,1339,1355,Affiliative - Receive grooming,Pearl Hart,1355,1358,Stress-Related - Yawn,,1451,1500,Affiliative - Contact sit,Delilah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,,,,,,,,,,07/09/2026 13:44:39,,methall@wisc.edu
07/09/2026 12:39 PM,Delilah,Sunny,95,0,1500,Affiliative - Contact sit,Delilah,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/09/2026 13:44:38,,methall@wisc.edu
07/09/2026 12:29 PM,Pearl Hart,Sunny,95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/09/2026 13:44:37,,methall@wisc.edu
07/09/2026 12:15 PM,Laurel,Sunny,95,647,650,Stress-Related - Yawn,,756,802,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Other,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/09/2026 13:44:35,,methall@wisc.edu
