Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,MAR 1,MAR 2,MAR 3,MAR 4,MAR 5,MAR 6,MAR 7,MAR 8,MAY 1,MAY 2,MAY 3,MAY 4,MAY 5,MAY 6,MAY 7,MAY 8,DDA 1,DDA 2,DDA 3,DDA 4,DDA 5,DDA 6,DDA 7,DDA 8,Notes,Added Time,Referrer Name,Task Owner
07/14/2026 01:29 PM,Marla,Cloudy,87,428,446,Stress-Related - Vigilance,,447,450,Stress-Related - Self-scratch,,451,507,Stress-Related - Vigilance,,524,541,Stress-Related - Vigilance,,621,727,Affiliative - Contact sit,Delta Dawn,635,657,Affiliative - Receive grooming,Delta Dawn,658,716,Affiliative - Mutual grooming,Delta Dawn,1004,1054,Affiliative - Receive grooming,May Lillie,1112,1114,Stress-Related - Yawn,,1223,1302,Affiliative - Contact sit,May Lillie,1225,1300,Affiliative - Mutual grooming,,1305,1307,Stress-Related - Yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Social,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/14/2026 15:48:38,,methall@wisc.edu
07/14/2026 01:13 PM,Delta Dawn,Cloudy,87,204,310,Affiliative - Contact sit,May Lillie,207,308,Affiliative - Mutual grooming,May Lillie,316,342,Stress-Related - Self-groom,,358,510,Affiliative - Contact sit,Marla,400,501,Affiliative - Mutual grooming,Marla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Social,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,07/14/2026 15:48:36,,methall@wisc.edu
07/14/2026 11:13 AM,Marla,Sunny,84,31,315,Stress-Related - Vigilance,,351,434,Stress-Related - Vigilance,,455,533,Stress-Related - Self-groom,,549,633,Stress-Related - Vigilance,,653,720,Stress-Related - Vigilance,,733,802,Stress-Related - Vigilance,,922,1008,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Locomotion,Other,Other,Other,Other,Rest,Rest,,,,,,,,,2-5 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/14/2026 15:48:35,,methall@wisc.edu
07/14/2026 11:03 AM,Delta Dawn,Sunny,84,0,457,Affiliative - Contact sit,Marla,742,756,Stress-Related - Vigilance,,817,822,Stress-Related - Vigilance,,845,902,Stress-Related - Vigilance,,902,908,Stress-Related - Self-groom,,908,934,Stress-Related - Vigilance,,920,953,Affiliative - Contact sit,May Lillie,938,941,Stress-Related - Yawn,,1051,1113,Stress-Related - Vigilance,,1114,1121,Stress-Related - Self-groom,,1121,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Locomotion,Locomotion,Other,Body contact,Body contact,Body contact,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,Less than 2 m,,,,,,,,,,07/14/2026 15:48:34,,methall@wisc.edu
07/14/2026 10:48 AM,May Lillie,Sunny,84,34,207,Affiliative - Contact sit,Marla,58,203,Affiliative - Mutual grooming,Marla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Body contact,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/14/2026 15:48:33,,methall@wisc.edu
07/14/2026 10:36 AM,Marla,Cloudy,83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/14/2026 15:48:31,,methall@wisc.edu
07/14/2026 10:20 AM,Delta Dawn,Cloudy,83,505,508,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,07/14/2026 15:48:30,,methall@wisc.edu
07/14/2026 10:05 AM,May Lillie,Cloudy,80,26,109,Stress-Related - Self-groom,,112,127,Stress-Related - Vigilance,,148,246,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/14/2026 15:48:29,,methall@wisc.edu
07/14/2026 09:44 AM,Marla,Cloudy,80,0,455,Stress-Related - Vigilance,,455,459,Stress-Related - Self-groom,,500,854,Stress-Related - Vigilance,,901,943,Stress-Related - Vigilance,,1258,1303,Stress-Related - Vigilance,,1316,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Rest,Rest,Other,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/14/2026 15:48:27,,methall@wisc.edu
07/13/2026 10:16 AM,May Lillie,Sunny,85,0,546,Affiliative - Contact sit,Delta Dawn,804,947,Affiliative - Contact sit,Delta Dawn,1016,1241,Affiliative - Contact sit,Delta Dawn,1018,1021,Stress-Related - Yawn,,1032,1132,Affiliative - Give grooming,Delta Dawn,1141,1208,Affiliative - Receive grooming,Delta Dawn,1209,1225,Affiliative - Give grooming,Delta Dawn,1328,1500,Affiliative - Contact sit,Delta Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Social,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,,07/13/2026 10:50:28,,methall@wisc.edu
07/13/2026 10:01 AM,Delta Dawn,Sunny,85,0,1500,Affiliative - Contact sit,May Lillie,149,201,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,,07/13/2026 10:50:23,,methall@wisc.edu
07/07/2026 10:58 AM,Marla,Sunny,92,42,112,Stress-Related - Vigilance,,112,121,Stress-Related - Self-groom,,132,135,Stress-Related - Self-scratch,,135,156,Stress-Related - Vigilance,,235,523,Stress-Related - Vigilance,,523,528,Stress-Related - Self-scratch,,528,726,Stress-Related - Vigilance,,733,738,Stress-Related - Vigilance,,758,803,Stress-Related - Vigilance,,828,849,Stress-Related - Vigilance,,855,910,Stress-Related - Vigilance,,922,934,Stress-Related - Vigilance,,958,1003,Stress-Related - Self-scratch,,1003,1018,Stress-Related - Self-groom,,1026,1028,Stress-Related - Head throw-back,,1041,1043,Stress-Related - Head throw-back,,1106,1108,Stress-Related - Head throw-back,,1108,1129,Stress-Related - Vigilance,,1143,1222,Stress-Related - Vigilance,,1312,1500,Affiliative - Contact sit,Delta Dawn,1316,1424,Affiliative - Mutual grooming,Delta Dawn,1424,1440,Affiliative - Give grooming,Delta Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Locomotion,Other,Other,Other,Other,Other,Social,,,,,,,,,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Body contact,,07/08/2026 11:27:09,,methall@wisc.edu
07/07/2026 02:51 PM,May Lillie,Sunny,95,119,125,Stress-Related - Vigilance,,243,307,Affiliative - Receive grooming,Marla,320,326,Stress-Related - Vigilance,,328,350,Affiliative - Receive grooming,Marla,451,654,Stress-Related - Vigilance,,912,1500,Affiliative - Contact sit,Marla,942,946,Stress-Related - Vigilance,,1130,1207,Stress-Related - Vigilance,,1425,1457,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Rest,Rest,Other,Rest,Rest,Other,Rest,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/07/2026 15:19:41,,methall@wisc.edu
07/07/2026 02:40 PM,Marla,Sunny,95,859,908,Stress-Related - Self-groom,,1246,1258,Stress-Related - Vigilance,,1432,1446,Affiliative - Contact sit,May Lillie,1450,1453,Stress-Related - Self-scratch,,1453,1500,Affiliative - Mutual grooming,May Lillie,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,,07/07/2026 15:19:40,,methall@wisc.edu
07/07/2026 02:25 PM,Delta Dawn,Sunny,95,0,133,Affiliative - Contact sit,May Lillie,135,343,Affiliative - Contact sit,Marla,140,340,Affiliative - Mutual grooming,Marla,730,739,Stress-Related - Self-groom,,752,819,Stress-Related - Vigilance,,823,827,Stress-Related - Self-scratch,,906,958,Stress-Related - Self-groom,,1046,1102,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Rest,Rest,Other,Other,Rest,Rest,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Less than 2 m,,,,,,,,,,07/07/2026 15:19:39,,methall@wisc.edu
07/07/2026 02:13 PM,May Lillie,Sunny,95,1206,1250,Affiliative - Receive grooming,Marla,1251,1342,Affiliative - Contact sit,Marla,1255,1342,Affiliative - Mutual grooming,Marla,1352,1500,Affiliative - Contact sit,Delta Dawn,1354,1500,Affiliative - Mutual grooming,Delta Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,07/07/2026 15:19:37,,methall@wisc.edu
07/07/2026 01:59 PM,Marla,Sunny,95,0,45,Stress-Related - Vigilance,,45,47,Stress-Related - Self-scratch,,47,120,Stress-Related - Vigilance,,116,120,Stress-Related - Self-scratch,,130,238,Stress-Related - Vigilance,,238,240,Submission - Be displaced,Delta Dawn,240,409,Stress-Related - Vigilance,,500,503,Stress-Related - Vigilance,,526,627,Stress-Related - Vigilance,,628,631,Stress-Related - Self-groom,,631,723,Stress-Related - Vigilance,,723,728,Stress-Related - Self-groom,,728,812,Stress-Related - Vigilance,,812,817,Stress-Related - Self-groom,,817,1115,Stress-Related - Vigilance,,1153,1202,Stress-Related - Self-groom,,1244,1258,Stress-Related - Vigilance,,1256,1300,Submission - Be displaced,Delta Dawn,1300,1500,Affiliative - Contact sit,Delta Dawn,1303,1500,Affiliative - Mutual grooming,Delta Dawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Other,Other,Other,Other,Other,Other,Other,Social,,,,,,,,,Over 5 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Over 5 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,,07/07/2026 15:19:36,,methall@wisc.edu
07/07/2026 01:44 PM,Delta Dawn,Sunny,95,1303,1312,Stress-Related - Self-groom,,1350,1359,Affiliative - Receive grooming,Marla,1359,1402,Agonistic - Displace,Marla,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Social,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,07/07/2026 15:19:35,,methall@wisc.edu
07/07/2026 11:29 AM,Delta Dawn,Sunny,92,336,341,Stress-Related - Self-scratch,,613,628,Stress-Related - Vigilance,,628,634,Stress-Related - Self-groom,,634,655,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,07/07/2026 15:19:33,,methall@wisc.edu
07/07/2026 11:15 AM,May Lillie,Sunny,92,233,300,Stress-Related - Vigilance,,412,602,Affiliative - Give grooming,Delta Dawn,612,645,Stress-Related - Self-groom,,715,732,Stress-Related - Self-groom,,1308,1335,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Social,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,07/07/2026 15:19:31,,methall@wisc.edu
07/07/2026 10:44 AM,Delta Dawn,Sunny,90,754,805,Affiliative - Mutual grooming,Marla,805,816,Affiliative - Give grooming,Marla,849,905,Stress-Related - Vigilance,,917,922,Stress-Related - Self-scratch,,1214,1222,Stress-Related - Vigilance,,1254,1307,Stress-Related - Self-groom,,1317,1346,Stress-Related - Vigilance,,1326,1328,Stress-Related - Head throw-back,,1346,1406,Stress-Related - Self-groom,,1425,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Social,Rest,Rest,Other,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,07/07/2026 11:50:22,,methall@wisc.edu
07/07/2026 10:32 AM,May Lillie,Sunny,90,1247,1257,Stress-Related - Vigilance,,1331,1355,Stress-Related - Vigilance,,1355,1406,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Other,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,07/07/2026 11:50:20,,methall@wisc.edu
07/07/2026 10:19 AM,Marla,Sunny,90,553,826,Stress-Related - Vigilance,,1131,1144,Stress-Related - Vigilance,,1336,1352,Stress-Related - Vigilance,,1352,1430,Stress-Related - Self-groom,,1439,1444,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Other,Rest,Rest,Other,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,07/07/2026 11:50:17,,methall@wisc.edu
06/30/2026 11:04 AM,Delta Dawn,Sunny,90,345,350,Stress-Related - Vigilance,,401,407,Stress-Related - Self-scratch,,407,428,Stress-Related - Self-groom,,1102,1130,Stress-Related - Vigilance,,1337,1454,Stress-Related - Vigilance,,1440,1442,Stress-Related - Yawn,,1454,1500,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Rest,Rest,Rest,Rest,Other,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,,,,,,,,,,06/30/2026 11:43:18,,methall@wisc.edu
06/30/2026 10:48 AM,May Lillie,Sunny,90,0,732,Affiliative - Contact sit,Marla,37,126,Affiliative - Receive grooming,Marla,126,345,Affiliative - Mutual grooming,Marla,345,443,Affiliative - Give grooming,Marla,458,503,Affiliative - Receive grooming,Marla,538,546,Stress-Related - Self-groom,,555,601,Stress-Related - Vigilance,,601,609,Stress-Related - Self-groom,,706,711,Stress-Related - Vigilance,,711,729,Stress-Related - Self-groom,,729,732,Stress-Related - Vigilance,,801,841,Stress-Related - Vigilance,,905,918,Stress-Related - Vigilance,,926,934,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Social,Other,Other,Rest,Rest,Rest,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,,06/30/2026 11:43:17,,methall@wisc.edu
06/30/2026 10:25 AM,Marla,Sunny,90,24,38,Stress-Related - Vigilance,,40,230,Affiliative - Contact sit,Delta Dawn,44,132,Affiliative - Mutual grooming,Delta Dawn,132,140,Stress-Related - Vigilance,,142,202,Affiliative - Mutual grooming,Delta Dawn,202,209,Stress-Related - Vigilance,,209,216,Affiliative - Give grooming,Delta Dawn,232,244,Stress-Related - Vigilance,,244,252,Stress-Related - Self-groom,,252,323,Stress-Related - Vigilance,,343,633,Affiliative - Contact sit,Delta Dawn,349,401,Affiliative - Mutual grooming,Delta Dawn,401,414,Affiliative - Give grooming,Delta Dawn,414,430,Affiliative - Mutual grooming,Delta Dawn,430,446,Stress-Related - Vigilance,,446,615,Affiliative - Receive grooming,Delta Dawn,550,556,Stress-Related - Vigilance,,643,834,Stress-Related - Vigilance,,832,915,Affiliative - Contact sit,Delta Dawn,834,909,Affiliative - Mutual grooming,Delta Dawn,918,923,Stress-Related - Self-scratch,,925,942,Stress-Related - Self-groom,,1030,1428,Affiliative - Contact sit,May Lillie,1053,1101,Stress-Related - Self-groom,,1101,1109,Stress-Related - Vigilance,,1428,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Social,Social,Social,Other,Rest,Rest,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,Body contact,Less than 2 m,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/30/2026 11:43:16,,methall@wisc.edu
06/30/2026 10:09 AM,May Lillie,Sunny,90,1049,1119,Stress-Related - Self-groom,,1119,1126,Stress-Related - Vigilance,,1126,1137,Stress-Related - Self-groom,,1137,1325,Stress-Related - Vigilance,,1325,1334,Stress-Related - Self-groom,,1334,1340,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Other,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,06/30/2026 11:32:41,,methall@wisc.edu
06/30/2026 09:54 AM,Delta Dawn,Sunny,90,116,126,Stress-Related - Vigilance,,144,155,Affiliative - Contact sit,May Lillie,205,445,Affiliative - Contact sit,,704,739,Stress-Related - Self-groom,,1011,1058,Stress-Related - Vigilance,,1246,1304,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Less than 2 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,06/30/2026 11:32:39,,methall@wisc.edu
