Date-Time,Focal,Weather,Temperature (F),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),START,END,CONTINUOUS Behaviors,Social Partner(s),1,2,3,4,5,6,7,8,AUT 1,AUT 2,AUT 3,AUT 4,AUT 5,AUT 6,AUT 7,AUT 8,POL 1,POL 2,POL 3,POL 4,POL 5,POL 6,POL 7,POL 8,CHA 1,CHA 2,CHA 3,CHA 4,CHA 5,CHA 6,CHA 7,CHA 8,TCH 1,TCH 2,TCH 3,TCH 4,TCH 5,TCH 6,TCH 7,TCH 8,Notes,Added Time,Referrer Name,Task Owner
05/22/2026 10:08 AM,Polli,Sunny,83,427,432,Stress-Related - Self-scratch,,457,507,Stress-Related - Self-groom,,510,513,Stress-Related - Self-scratch,,529,734,Affiliative - Contact sit,Autumn,529,734,Affiliative - Give grooming,Autumn,735,742,Stress-Related - Self-groom,,742,748,Stress-Related - Self-scratch,,820,835,Stress-Related - Self-groom,,908,941,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Social,Other,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,05/22/2026 12:26:49,,methall@wisc.edu
05/22/2026 10:25 AM,Tracy Champan,Sunny,85,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,,05/22/2026 13:22:59,,methall@wisc.edu
05/22/2026 10:41 AM,Chagall,Sunny,85,30,120,Stress-Related - Vigilance,,201,217,Stress-Related - Self-groom,,313,322,Stress-Related - Vigilance,,1110,1118,Affiliative - Greet,Tracy Chapman,1110,1232,Affiliative - Contact sit,Tracy Chapman,1145,1208,Affiliative - Receive grooming,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Rest,Rest,Social,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,2-5 m,,05/22/2026 13:23:00,,methall@wisc.edu
05/22/2026 10:56 AM,Autumn,Sunny,85,0,1500,Affiliative - Contact sit,Tracy Chapman,840,844,Affiliative - Mutual grooming,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,,05/22/2026 13:23:01,,methall@wisc.edu
05/29/2026 10:01 AM,Autumn,Cloudy,83,50,124,Stress-Related - Self-groom,,312,337,Stress-Related - Self-groom,,337,449,Stress-Related - Vigilance,,524,550,Stress-Related - Vigilance,,707,718,Stress-Related - Vigilance,,847,852,Stress-Related - Self-scratch,,1155,1208,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Locomotion,Other,Locomotion,Rest,Rest,Other,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,05/29/2026 11:37:15,,methall@wisc.edu
05/29/2026 10:18 AM,Polli,Cloudy,83,637,701,Stress-Related - Vigilance,,722,738,Stress-Related - Vigilance,,1017,1022,Stress-Related - Self-groom,,1032,1245,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Other,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,05/29/2026 11:50:59,,methall@wisc.edu
05/29/2026 10:42 AM,Chagall,Cloudy,83,0,345,Affiliative - Contact sit,Tracy Chapman,349,357,Stress-Related - Self-scratch,,357,406,Stress-Related - Self-groom,,1254,1403,Affiliative - Contact sit,Tracy Chapman,1305,1403,Affiliative - Receive grooming,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Rest,Rest,Rest,Rest,Social,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Body contact,,05/29/2026 11:51:00,,methall@wisc.edu
05/29/2026 10:58 AM,Tracy Champan,Cloudy,83,0,525,Affiliative - Contact sit,Chagall,930,1011,Affiliative - Contact sit,Chagall,935,1011,Affiliative - Give grooming,Chagall,1011,1039,Stress-Related - Vigilance,,1122,1500,Affiliative - Contact sit,Chagall,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Social,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Body contact,Body contact,Body contact,,,,,,,,,,05/29/2026 11:51:01,,methall@wisc.edu
05/30/2026 10:37 AM,Autumn,Sunny,84,46,119,Stress-Related - Vigilance,,119,126,Stress-Related - Self-groom,,310,341,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,05/30/2026 12:18:17,,methall@wisc.edu
05/30/2026 10:52 AM,Polli,Sunny,84,1023,1036,Stress-Related - Vigilance,,1220,1309,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,05/30/2026 12:18:20,,methall@wisc.edu
05/30/2026 11:12 AM,Chagall,Sunny,84,0,823,Affiliative - Contact sit,Tracy Chapman,1034,1049,Affiliative - Give grooming,Tracy Chapman,1435,1444,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,,05/30/2026 12:18:22,,methall@wisc.edu
05/30/2026 11:28 AM,Tracy Champan,Sunny,84,45,137,Stress-Related - Vigilance,,331,351,Stress-Related - Vigilance,,422,433,Affiliative - Mutual grooming,Chagall,422,650,Affiliative - Contact sit,Chagall,520,610,Stress-Related - Vigilance,,607,645,Affiliative - Receive grooming,Chagall,650,855,Stress-Related - Vigilance,,751,1500,Affiliative - Contact sit,Chagall,1017,1049,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Locomotion,Other,Other,Rest,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Less than 2 m,Body contact,Body contact,Body contact,Body contact,Body contact,,,,,,,,,,05/30/2026 12:18:24,,methall@wisc.edu
06/06/2026 09:23 AM,Autumn,Sunny,82,0,200,Affiliative - Contact sit,Polli,53,59,Stress-Related - Vigilance,,208,240,Affiliative - Contact sit,Tracy Chapman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Body contact,Body contact,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/06/2026 11:16:55,,methall@wisc.edu
06/06/2026 09:38 AM,Tracy Champan,Sunny,82,0,312,Affiliative - Contact sit,Chagall,0,300,Affiliative - Receive grooming,Chagall,305,310,Stress-Related - Self-groom,,752,756,Stress-Related - Vigilance,,1429,1440,Stress-Related - Self-groom,Autumn,1440,1500,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,,06/06/2026 11:16:58,,methall@wisc.edu
06/06/2026 09:55 AM,Polli,Sunny,82,0,1500,Affiliative - Contact sit,Chagall,138,211,Stress-Related - Vigilance,,646,648,Stress-Related - Yawn,,648,704,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,duplicate entry?,06/07/2026 11:57:29,,methall@wisc.edu
06/06/2026 09:55 AM,Polli,Sunny,82,0,1500,Affiliative - Contact sit,Chagall,138,211,Stress-Related - Vigilance,,646,648,Stress-Related - Yawn,,648,704,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Rest,Rest,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/06/2026 11:16:59,,methall@wisc.edu
06/06/2026 10:10 AM,Chagall,Sunny,82,0,843,Affiliative - Contact sit,Polli,814,847,Stress-Related - Vigilance,,1025,1027,Stress-Related - Yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Other,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/06/2026 13:41:23,,methall@wisc.edu
06/06/2026 10:26 AM,Autumn,Sunny,82,245,251,Stress-Related - Vigilance,,822,849,Stress-Related - Self-groom,,855,857,Stress-Related - Yawn,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,,06/06/2026 13:41:26,,methall@wisc.edu
06/06/2026 10:41 AM,Tracy Champan,Sunny,82,0,928,Affiliative - Contact sit,Chagall,0,113,Affiliative - Mutual grooming,Chagall,113,155,Affiliative - Receive grooming,Chagall,205,220,Affiliative - Give grooming,Chagall,235,245,Affiliative - Give grooming,Chagall,442,531,Stress-Related - Vigilance,,901,928,Stress-Related - Vigilance,,946,1048,Affiliative - Contact sit,Autumn,952,1038,Affiliative - Mutual grooming,Autumn,1043,1048,Stress-Related - Self-scratch,,1052,1112,Stress-Related - Self-groom,,1125,1134,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Rest,Rest,Rest,Rest,Social,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,Body contact,Body contact,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,06/06/2026 13:41:30,,methall@wisc.edu
06/06/2026 11:45 AM,Polli,Cloudy,84,0,1309,Affiliative - Contact sit,Autumn,0,203,Affiliative - Give grooming,Autumn,203,254,Affiliative - Receive grooming,Autumn,326,416,Affiliative - Mutual grooming,Autumn,1125,1128,Affiliative - Greet,Chagall,1128,1157,Affiliative - Mutual grooming,Chagall,1226,1236,Affiliative - Mutual grooming,Autumn,1257,1259,Stress-Related - Yawn,,1300,1309,Affiliative - Mutual grooming,Chagall,1330,1338,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Social,Social,Social,Rest,Rest,Rest,Rest,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Less than 2 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/06/2026 13:41:33,,methall@wisc.edu
06/06/2026 12:00 PM,Chagall,Cloudy,84,0,324,Affiliative - Contact sit,Autumn,354,358,Agonistic - Displace,Tracy Chapman,406,417,Stress-Related - Self-scratch,,436,457,Stress-Related - Self-groom,,457,506,Stress-Related - Self-scratch,,513,521,Stress-Related - Self-groom,,533,619,Stress-Related - Self-groom,,636,644,Stress-Related - Self-scratch,,645,654,Stress-Related - Self-groom,,654,706,Stress-Related - Self-scratch,,717,741,Stress-Related - Self-groom,,741,903,Stress-Related - Vigilance,,922,1030,Stress-Related - Vigilance,,1037,1052,Stress-Related - Self-groom,,1052,1101,Stress-Related - Vigilance,,1101,1110,Stress-Related - Self-groom,,1121,1247,Stress-Related - Vigilance,,1432,1500,Stress-Related - Self-groom,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Other,Other,Other,Other,Other,Other,Body contact,Body contact,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,2-5 m,2-5 m,Less than 2 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/06/2026 13:41:37,,methall@wisc.edu
06/06/2026 12:50 PM,Autumn,Sunny,86,130,459,Stress-Related - Vigilance,,459,506,Stress-Related - Self-groom,,1049,1107,Stress-Related - Self-groom,,1107,1127,Stress-Related - Vigilance,,1207,1216,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Locomotion,Other,Other,Rest,Rest,Rest,Rest,Rest,,,,,,,,,Over 5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,Over 5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/06/2026 13:41:40,,methall@wisc.edu
06/06/2026 02:35 PM,Tracy Champan,Sunny,86,203,216,Affiliative - Give grooming,Chagall,216,222,Affiliative - Mutual grooming,Chagall,307,318,Affiliative - Receive grooming,Chagall,307,448,Affiliative - Contact sit,,434,445,Stress-Related - Vigilance,,551,607,Stress-Related - Vigilance,,748,806,Affiliative - Give grooming,Chagall,748,1026,Affiliative - Contact sit,Chagall,832,840,Affiliative - Mutual grooming,Chagall,859,920,Affiliative - Mutual grooming,Chagall,920,1020,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Other,Social,Other,Rest,Rest,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Body contact,Less than 2 m,Body contact,Body contact,Less than 2 m,Less than 2 m,,,,,,,,,,06/06/2026 15:16:00,,methall@wisc.edu
06/06/2026 02:49 PM,Polli,Sunny,86,0,1028,Affiliative - Contact sit,Autumn,112,123,Stress-Related - Self-groom,,134,136,Stress-Related - Yawn,,259,307,Stress-Related - Vigilance,,513,523,Stress-Related - Vigilance,,545,550,Stress-Related - Vigilance,,1025,1028,Affiliative - Mutual grooming,Autumn,1054,1058,Affiliative - Greet,Tracy Chapman,1058,1500,Affiliative - Contact sit,Tracy Chapman,1102,1134,Affiliative - Mutual grooming,Tracy Chapman,1154,1245,Affiliative - Give grooming,Tracy Chapman,1300,1304,Stress-Related - Self-scratch,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Social,Rest,Body contact,Body contact,Body contact,Body contact,Body contact,Body contact,Over 5 m,Over 5 m,,,,,,,,,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Less than 2 m,Less than 2 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,Body contact,Body contact,,06/06/2026 15:16:04,,methall@wisc.edu
06/12/2026 09:47 AM,Polli,Sunny,83,0,40,Affiliative - Contact sit,Chagall,11,18,Affiliative - Receive grooming,Chagall,44,106,Affiliative - Contact sit,Tracy Chapman,46,102,Affiliative - Give grooming,Tracy Chapman,118,121,Stress-Related - Self-groom,,209,216,Stress-Related - Self-groom,,254,326,Stress-Related - Vigilance,,641,710,Stress-Related - Vigilance,,825,900,Stress-Related - Vigilance,,917,939,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Rest,Other,Rest,Rest,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,Body contact,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/12/2026 11:41:46,,methall@wisc.edu
06/12/2026 10:02 AM,Chagall,Sunny,83,826,831,Stress-Related - Self-scratch,,1322,1431,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Rest,Rest,Rest,Rest,Rest,Rest,Other,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,,,,,,,,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,2-5 m,,06/12/2026 11:41:47,,methall@wisc.edu
06/12/2026 10:05 AM,Tracy Champan,Sunny,83,0,121,Affiliative - Contact sit,Autumn,152,228,Stress-Related - Vigilance,,228,234,Stress-Related - Self-groom,,234,230,Stress-Related - Vigilance,,534,541,Stress-Related - Vigilance,,649,709,Stress-Related - Vigilance,,709,716,Stress-Related - Self-groom,,834,841,Stress-Related - Self-groom,,841,945,Stress-Related - Vigilance,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rest,Other,Rest,Rest,Locomotion,Rest,Rest,Rest,Body contact,2-5 m,2-5 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,2-5 m,Less than 2 m,Less than 2 m,Less than 2 m,2-5 m,Over 5 m,Over 5 m,Over 5 m,,,,,,,,,,06/12/2026 11:41:50,,methall@wisc.edu
